address,accountno,pin,sale_date_end,Sales Price,impvac,style,year_built,Imp Size SqFt,Lot Size Acres,streetno,streetalp,streetdir,streetsuf,streetname,addition_n,address_zip
,R1023445156,1023445156,9/29/2016,3765000,Improved,Office Building,2002,25650,1.23,9375,,,ST,BURT,EMBASSY TOWER,681140000
440 REGENCY PARKWAY DR,R2114035003,2114035003,11/13/2012,3750000,Improved,Office Building,1973,53324,2.93,440,,,DR,REGENCY PARKWAY,REGENCY OFFICE PARK ADDITION,681140000
7646 DODGE ST,R0913447506,913447506,4/5/2012,3657272,Improved,SuperMarket,1984,66937,6.5811,7646,,,ST,DODGE,CROSSROADS PLAZA,681140000
7609 CASS ST,R0745310002,745310002,1/26/2015,3400000,Improved,Neighborhood Shopping Center,1986,35944,3.07,7609,,,ST,CASS,CAMPBELLVALE REPLAT,681140000
7609 CASS ST,R0745310002,745310002,1/26/2015,3400000,Improved,Neighborhood Shopping Center,1986,35944,3.07,7609,,,ST,CASS,CAMPBELLVALE REPLAT,681140000
1010 N 72 ST,R0600670703,600670703,3/31/2022,3349067,Improved,Mortuary,1968,9196,2.53,1010,,N,ST,72,BELLAIR REPLAT NO 2,681140000
9720 WEST DODGE RD,R0923395002,923395002,12/12/2012,3250000,Improved,Hotels - Limited Service,1984,71501,1.89,9720,,,RD,WEST DODGE,DILLON CENTRE,681140000
,R0131880000,131880000,7/28/2016,3129000,Improved,Restaurant,1980,6814,1.41,330,,S,ST,72,LANDS,681140000
,R0913447510,913447510,2/10/2016,3000000,Improved,Neighborhood Shopping Center,1984,19855,1.92,7610,,,ST,DODGE,CROSSROADS PLAZA,681140000
,R0913447510,913447510,2/10/2016,3000000,Improved,Neighborhood Shopping Center,1984,19855,1.92,7610,,,ST,DODGE,CROSSROADS PLAZA,681140000
,R0913447510,913447510,2/10/2016,3000000,Improved,Neighborhood Shopping Center,1984,19855,1.92,7610,,,ST,DODGE,CROSSROADS PLAZA,681140000
,R0913447510,913447510,2/10/2016,3000000,Improved,Neighborhood Shopping Center,1984,19855,1.92,7610,,,ST,DODGE,CROSSROADS PLAZA,681140000
,R2327640200,2327640200,1/26/2017,2636240,Vacant,,,,1.5142,,,,,,TOWER PLAZA REPLAT 12,681140000
330 S 72 ST,R0131880000,131880000,7/28/2014,2584271,Improved,Restaurant,1980,6814,1.41,330,,S,ST,72,LANDS,681140000
260  REGENCY PARKWAY DR,R2114035012,2114035012,2/25/2022,2400000,Improved,Office Building,1972,18584,1.02,260,,,DR,REGENCY PARKWAY,REGENCY OFFICE PARK ADDITION,681140000
970 S 72 ST,R2346230045,2346230045,5/18/2012,2350000,Improved,Discount Store,2003,29708,1.83,970,,S,ST,72,VAN ARSDEL REP 2*,681140000
970 S 72 ST,R2346230045,2346230045,5/18/2012,2350000,Improved,Discount Store,2003,29708,1.83,970,,S,ST,72,VAN ARSDEL REP 2*,681140000
1010 N 72 ST,R0600670703,600670703,12/28/2021,2300000,Improved,Mortuary,1968,9196,2.53,1010,,N,ST,72,BELLAIR REPLAT NO 2,681140000
,R0131710001,131710001,6/30/2016,2300000,Improved,Retail Store,1985,7039,0.69,7405,,,ST,DODGE,LANDS,681140000
8724  WEST DODGE RD,R2012140250,2012140250,6/25/2021,2050000,Vacant,Car Wash - Automatic,2021,3731,1.0268,8724,,,RD,WEST DODGE,PIERSONS SUBDIVISION REP 4*,681140000
105 S 90 ST,R0130970002,130970002,2/1/2018,1791200,Improved,Medical Offices,1989,6263,1.53,105,,S,ST,90,LANDS,681140000
9850  NICHOLAS ST,R2502390306,2502390306,11/19/2020,1565000,Improved,Office Building,2000,11288,0.5746,9850,,,ST,NICHOLAS,WESTFIELD OFFICE BD 1 CON REG AD ON,681140000
7555  PACIFIC ST,R0133920007,133920007,5/15/2017,1400000,Improved,Restaurant,1968,6137,1.34,7555,,,ST,PACIFIC,LANDS,681140000
260 REGENCY PARKWAY DR,R2114035012,2114035012,4/9/2015,1350000,Improved,Office Building,1972,18584,1.02,260,,,DR,REGENCY PARKWAY,REGENCY OFFICE PARK ADDITION,681140000
10404  ESSEX CT,R1024238009,1024238009,2/5/2021,1300000,Improved,Office Building,1975,6624,0.35,10404,,,CT,ESSEX,ESSEX COURT COND PROP REGIME,681140000
1819 N 72 ST,R2202440344,2202440344,1/31/2012,1280664,Vacant,,,,1.96,1819,,N,ST,72,72 BLONDO,681140000
7345 DODGE ST,R0800600002,800600002,12/13/2013,1260000,Improved,Retail Store,1984,4000,0.64,7345,,,ST,DODGE,CEDARNOLE ADD,681140000
9900  NICHOLAS ST,R2531222926,2531222926,11/6/2017,1215000,Improved,Office Building,2005,7795,0.3135,9900,,,ST,NICHOLAS,WESTFIELD OFFICE BLDG II CONDO AMEN,681140000
510 S 72 ST,R2145825162,2145825162,4/20/2021,1060000,Improved,Fast Food Restaurant,2013,2850,0.6056,510,,S,ST,72,SALT CREEK CROSSING,681140000
8012  WEST DODGE RD,R2327640230,2327640230,9/24/2021,1030000,Improved,Retail Store,1961,3800,0.4645,8012,,,RD,WEST DODGE,TOWER PLAZA REPLAT FOURTEEN,681140000
8012  WEST DODGE RD,R2327640230,2327640230,9/24/2021,1030000,Improved,Retail Store,1961,3800,0.4645,8012,,,RD,WEST DODGE,TOWER PLAZA REPLAT FOURTEEN,681140000
8012  WEST DODGE RD,R2327640230,2327640230,9/24/2021,1030000,Improved,Retail Store,1961,3800,0.4645,8012,,,RD,WEST DODGE,TOWER PLAZA REPLAT FOURTEEN,681140000
7902  DAVENPORT ST,R2403460504,2403460504,2/1/2019,1000920,Improved,Office Building,1985,10882,,7902,,,ST,DAVENPORT,WAKELEY PLAZA CONDOMINIUM,681140000
7902  DAVENPORT ST,R2403460504,2403460504,2/1/2019,1000920,Improved,Office Building,1985,10882,,7902,,,ST,DAVENPORT,WAKELEY PLAZA CONDOMINIUM,681140000
7902  DAVENPORT ST,R2403460504,2403460504,2/1/2019,1000920,Improved,Office Building,1985,10882,,7902,,,ST,DAVENPORT,WAKELEY PLAZA CONDOMINIUM,681140000
7902  DAVENPORT ST,R2403460504,2403460504,2/1/2019,1000920,Improved,Office Building,1985,10882,,7902,,,ST,DAVENPORT,WAKELEY PLAZA CONDOMINIUM,681140000
7902  DAVENPORT ST,R2403460504,2403460504,2/1/2019,1000920,Improved,Office Building,1985,10882,,7902,,,ST,DAVENPORT,WAKELEY PLAZA CONDOMINIUM,681140000
7902  DAVENPORT ST,R2403460504,2403460504,2/1/2019,1000920,Improved,Office Building,1985,10882,,7902,,,ST,DAVENPORT,WAKELEY PLAZA CONDOMINIUM,681140000
7802  DAVENPORT ST,R2403460500,2403460500,11/2/2020,1000000,Improved,Office Building,1985,10910,,7802,,,ST,DAVENPORT,WAKELEY PLAZA CONDOMINIUM,681140000
7802  DAVENPORT ST,R2403460500,2403460500,11/2/2020,1000000,Improved,Office Building,1985,10910,,7802,,,ST,DAVENPORT,WAKELEY PLAZA CONDOMINIUM,681140000
7802  DAVENPORT ST,R2403460500,2403460500,11/2/2020,1000000,Improved,Office Building,1985,10910,,7802,,,ST,DAVENPORT,WAKELEY PLAZA CONDOMINIUM,681140000
7802  DAVENPORT ST,R2403460500,2403460500,11/2/2020,1000000,Improved,Office Building,1985,10910,,7802,,,ST,DAVENPORT,WAKELEY PLAZA CONDOMINIUM,681140000
7802  DAVENPORT ST,R2403460500,2403460500,11/2/2020,1000000,Improved,Office Building,1985,10910,,7802,,,ST,DAVENPORT,WAKELEY PLAZA CONDOMINIUM,681140000
7802  DAVENPORT ST,R2403460500,2403460500,11/2/2020,1000000,Improved,Office Building,1985,10910,,7802,,,ST,DAVENPORT,WAKELEY PLAZA CONDOMINIUM,681140000
7802  DAVENPORT ST,R2403460500,2403460500,11/2/2020,1000000,Improved,Office Building,1985,10910,,7802,,,ST,DAVENPORT,WAKELEY PLAZA CONDOMINIUM,681140000
616 S 75 ST,R2522100527,2522100527,5/13/2019,975000,Improved,Day Care Center,1972,12773,0.5923,616,,S,ST,75,WEST PACIFIC COMMERCIAL,681140000
7758  CASS ST,R0913550002,913550002,7/15/2019,975000,Improved,Retail Store,1983,8500,0.78,7758,,,ST,CASS,CULLINGHAMS SUB DIV,681140000
9850  NICHOLAS ST,R2502390308,2502390308,6/1/2018,975000,Improved,Office Building,2000,5965,0.2987,9850,,,ST,NICHOLAS,WESTFIELD OFFICE BD 1 CON REG AD ON,681140000
1801 N 73 ST,R0600670950,600670950,12/14/2018,950000,Improved,Office Building,1963,38000,2.19,1801,,N,ST,73,BELLAIR GARDENS REP 3*,681140000
1801 N 73 ST,R0600670950,600670950,12/14/2018,950000,Improved,Office Building,1963,38000,2.19,1801,,N,ST,73,BELLAIR GARDENS REP 3*,681140000
1801 N 73 ST,R0600670950,600670950,12/14/2018,950000,Improved,Office Building,1963,38000,2.19,1801,,N,ST,73,BELLAIR GARDENS REP 3*,681140000
1801 N 73 ST,R0600670950,600670950,12/14/2018,950000,Improved,Office Building,1963,38000,2.19,1801,,N,ST,73,BELLAIR GARDENS REP 3*,681140000
1801 N 73 ST,R0600670950,600670950,12/14/2018,950000,Improved,Office Building,1963,38000,2.19,1801,,N,ST,73,BELLAIR GARDENS REP 3*,681140000
1801 N 73 ST,R0600670950,600670950,12/14/2018,950000,Improved,Office Building,1963,38000,2.19,1801,,N,ST,73,BELLAIR GARDENS REP 3*,681140000
1801 N 73 ST,R0600670950,600670950,12/14/2018,950000,Improved,Office Building,1963,38000,2.19,1801,,N,ST,73,BELLAIR GARDENS REP 3*,681140000
7640  DODGE ST,R0913447521,913447521,8/17/2021,929035,Improved,Fast Food Restaurant,1984,3303,0.54,7640,,,ST,DODGE,CROSSROADS PLAZA,681140000
7640  DODGE ST,R0913447521,913447521,8/17/2021,929035,Improved,Fast Food Restaurant,1984,3303,0.54,7640,,,ST,DODGE,CROSSROADS PLAZA,681140000
1925 N 72 ST,R2202440340,2202440340,5/22/2017,900000,Vacant,Fast Food Restaurant,2017,4002,1.6871,1925,,N,ST,72,72 BLONDO,681140000
7822  DAVENPORT ST,R2403460502,2403460502,8/31/2020,872550,Improved,Office Building,1985,10458,,7822,,,ST,DAVENPORT,WAKELEY PLAZA CONDOMINIUM,681140000
7822  DAVENPORT ST,R2403460502,2403460502,8/31/2020,872550,Improved,Office Building,1985,10458,,7822,,,ST,DAVENPORT,WAKELEY PLAZA CONDOMINIUM,681140000
7822  DAVENPORT ST,R2403460502,2403460502,8/31/2020,872550,Improved,Office Building,1985,10458,,7822,,,ST,DAVENPORT,WAKELEY PLAZA CONDOMINIUM,681140000
7822  DAVENPORT ST,R2403460502,2403460502,8/31/2020,872550,Improved,Office Building,1985,10458,,7822,,,ST,DAVENPORT,WAKELEY PLAZA CONDOMINIUM,681140000
7822  DAVENPORT ST,R2403460502,2403460502,8/31/2020,872550,Improved,Office Building,1985,10458,,7822,,,ST,DAVENPORT,WAKELEY PLAZA CONDOMINIUM,681140000
7822  DAVENPORT ST,R2403460502,2403460502,8/31/2020,872550,Improved,Office Building,1985,10458,,7822,,,ST,DAVENPORT,WAKELEY PLAZA CONDOMINIUM,681140000
7822  DAVENPORT ST,R2403460502,2403460502,8/31/2020,872550,Improved,Office Building,1985,10458,,7822,,,ST,DAVENPORT,WAKELEY PLAZA CONDOMINIUM,681140000
7822  DAVENPORT ST,R2403460502,2403460502,8/31/2020,872550,Improved,Office Building,1985,10458,,7822,,,ST,DAVENPORT,WAKELEY PLAZA CONDOMINIUM,681140000
10506  BURT CR,R0932933018,932933018,3/29/2017,850000,Improved,Office Building,1984,12812,1.89,10506,,,CR,BURT,DODGE-680 PLAZA,681140000
615 N 90 ST,R2012120002,2012120002,4/19/2022,845638,Improved,Dental Office/ Clinic,1986,3448,0.43,615,,N,ST,90,PIERSONS SUB DIV,681140000
818 S 75 ST,R0132130004,132130004,10/11/2018,839500,Improved,Office Building,1982,11346,0.48,818,,S,ST,75,LANDS,681140000
10404 ESSEX CT 100,R1024238009,1024238009,3/20/2015,800000,Improved,Office Building,1975,6624,0.35,10404,100,,CT,ESSEX,ESSEX COURT COND PROP REGIME,681140000
707 S 72 ST,R1919872526,1919872526,10/1/2018,800000,Improved,Fast Food Restaurant,1976,2755,0.55,707,,S,ST,72,OMNI PLACE,681140000
965 S 72 ST,R1600010302,1600010302,11/15/2018,750000,Improved,Fast Food Restaurant,1970,3668,0.44,965,,S,ST,72,KUM & GO FIRST ADDITION,681140000
617 N 90 ST,R2012140202,2012140202,2/10/2015,700000,Improved,Office Building,1997,3984,0.3,617,,N,ST,90,PIERSONS SUBDIVISION REPLAT 3,681140000
719 S 75 ST,R2522100511,2522100511,11/1/2019,675000,Improved,Office Building,1963,11540,0.51,719,,S,ST,75,WEST PACIFIC COMMERCIAL,681140000
9900 NICHOLAS ST 3W1,R2531222927,2531222927,10/28/2011,666368,Improved,Medical Offices,2010,4346,,9900,3W1,,ST,NICHOLAS,WESTFIELD OFFICE BLDG II CONDO AMEN,681140000
1901 N 72 ST,R2202440342,2202440342,3/11/2014,659338,Vacant,,,,0.9093,1901,,N,ST,72,72 BLONDO,681140000
1901 N 72 ST,R2202440342,2202440342,3/14/2014,659338,Vacant,,,,0.9093,1901,,N,ST,72,72 BLONDO,681140000
1901 N 72 ST,R2202440342,2202440342,12/27/2012,594300,Vacant,,,,0.9093,1901,,N,ST,72,72 BLONDO,681140000
202 S 73 ST,R0800680006,800680006,6/19/2017,587000,Improved,Retail Store,1971,9202,0.4734,202,,S,ST,73,CEDARNOLE ADD,681140000
202 S 73 ST,R0800680006,800680006,6/19/2017,587000,Improved,Retail Store,1971,9202,0.4734,202,,S,ST,73,CEDARNOLE ADD,681140000
9900 NICHOLAS ST 2W2,R2531222919,2531222919,3/31/2011,572500,Improved,Office Building,2010,3593,,9900,2W2,,ST,NICHOLAS,WESTFIELD OFFICE BLDG II CONDO AMEN,681140000
,R2327301022,2327301022,6/24/2016,540000,Improved,Office Building,1958,3618,0.3188,412,,N,ST,85,TOWER PLAZA REPLAT 11,681140000
1000 N 72 ST,R0600510004,600510004,7/3/2014,517500,Improved,Office Building,1912,5644,0.65,1000,,N,ST,72,BELLAIR ADD,681140000
7337 FARNAM ST,R0800870000,800870000,7/9/2012,500000,Improved,Dental Office/ Clinic,1970,2832,0.41,7337,,,ST,FARNAM,CEDARNOLE ADD,681140000
9802  NICHOLAS ST,R0643912050,643912050,10/1/2021,500000,Improved,Office Building,1985,3314,0.5285,9802,,,ST,NICHOLAS,BLOOMFIELD HILLS PROF PRK CONDO*,681140000
412 N 85 ST,R2327301022,2327301022,9/16/2011,495000,Improved,Office Building,1958,3618,0.3188,412,,N,ST,85,TOWER PLAZA REPLAT 11,681140000
7575 DODGE ST,R1643050142,1643050142,5/2/2012,495000,Vacant,,,,0.6734,7575,,,ST,DODGE,LOWES OF OMAHA REPLAT 1,681140000
1901 N 73 ST,R0600670952,600670952,3/11/2013,490000,Improved,Discount Store,1961,20000,1.4,1901,,N,ST,73,BELLAIR GARDENS REP 3*,681140000
1901 N 73 ST,R0600670952,600670952,3/11/2013,490000,Improved,Discount Store,1961,20000,1.4,1901,,N,ST,73,BELLAIR GARDENS REP 3*,681140000
,R2502390314,2502390314,1/6/2016,485000,Improved,Office Building,2000,3207,,9850,,,ST,NICHOLAS,WESTFIELD OFFICE BD 1 CON REG AD ON,681140000
719 S 75 ST,R2522100511,2522100511,8/5/2014,475000,Improved,Office Building,1963,11540,0.51,719,,S,ST,75,WEST PACIFIC COMMERCIAL,681140000
9802  NICHOLAS ST,R0643912046,643912046,9/4/2020,475000,Improved,Office Building,1985,3361,0.536,9802,,,ST,NICHOLAS,BLOOMFIELD HILLS PROF PRK CONDO*,681140000
9802  NICHOLAS ST,R0643912040,643912040,5/19/2020,460000,Improved,Office Building,1985,3267,0.5146,9802,,,ST,NICHOLAS,BLOOMFIELD HILLS PROF PRK CONDO*,681140000
9802 NICHOLAS ST 305,R0643912040,643912040,4/30/2010,450000,Improved,Office Building,1985,3267,0.075,9802,305,,ST,NICHOLAS,BLOOMFIELD HILLS PROF PRK CONDO*,681140000
7333  FARNAM ST,R0800850000,800850000,4/26/2021,439000,Improved,Office Building,1968,3575,0.34,7333,,,ST,FARNAM,CEDARNOLE ADD,681140000
333 S 72 ST,R0801050004,801050004,8/4/2017,435000,Improved,Office Building,1975,1495,0.56,333,,S,ST,72,CEDARNOLE ADD,681140000
10525 PACIFIC ST,R0134760003,134760003,4/24/2012,412250,Improved,Office Building,1985,3632,1.014,10525,,,ST,PACIFIC,LANDS,681140000
9802  NICHOLAS ST,R0643912050,643912050,12/15/2017,408000,Improved,Office Building,1985,3314,0.5285,9802,,,ST,NICHOLAS,BLOOMFIELD HILLS PROF PRK CONDO*,681140000
9900 NICHOLAS ST 3W2,R2531222929,2531222929,3/26/2015,406250,Improved,Office Building,2010,3075,,9900,3W2,,ST,NICHOLAS,WESTFIELD OFFICE BLDG II CONDO AMEN,681140000
9802 NICHOLAS ST 350,R0643912046,643912046,2/17/2015,400500,Improved,Office Building,1985,3361,0.536,9802,350,,ST,NICHOLAS,BLOOMFIELD HILLS PROF PRK CONDO*,681140000
9802 NICHOLAS ST 365,R0643912048,643912048,7/11/2014,396250,Improved,Office Building,1985,3301,0.5264,9802,365,,ST,NICHOLAS,BLOOMFIELD HILLS PROF PRK CONDO*,681140000
900 S 75 ST,R0132130007,132130007,3/21/2013,383000,Improved,Office Building,1963,4600,0.6515,900,,S,ST,75,LANDS,681140000
,R0643912030,643912030,2/16/2016,374095,Improved,Office Building,1985,3253,0.5187,9802,,,ST,NICHOLAS,BLOOMFIELD HILLS PROF PRK CONDO*,681140000
9802 NICHOLAS ST 315,R0643912042,643912042,9/30/2010,365000,Improved,Office Building,1985,3254,0.5189,9802,315,,ST,NICHOLAS,BLOOMFIELD HILLS PROF PRK CONDO*,681140000
9802 NICHOLAS ST 320,R0643912044,643912044,9/1/2015,365000,Improved,Office Building,1985,3267,0.521,9802,320,,ST,NICHOLAS,BLOOMFIELD HILLS PROF PRK CONDO*,681140000
7768  CASS ST,R0913560000,913560000,5/6/2022,363750,Improved,Bar/Tavern,1958,2470,0.57,7768,,,ST,CASS,CULLINGHAMS SUB DIV,681140000
,R1929620006,1929620006,9/23/2016,310000,Improved,Dental Office/ Clinic,1943,2295,0.56,1113,,N,ST,72,OTIS PLACE,681140000
1411 N 72 ST,R0539280000,539280000,11/15/2017,305000,Improved,Office Building,1980,2084,0.53,1411,,N,ST,72,BECKWITH PLACE,681140000
10404  ESSEX CT,R1024238003,1024238003,8/27/2017,300000,Improved,Office Building,1975,2228,0.13,10404,,,CT,ESSEX,ESSEX COURT COND PROP REGIME,681140000
7342 FARNAM ST,R0800720003,800720003,12/2/2015,295000,Improved,Retail Store,2000,2700,0.3,7342,,,ST,FARNAM,CEDARNOLE ADD,681140000
10404 ESSEX CT 300,R1024238007,1024238007,4/15/2013,240000,Improved,Office Building,1975,1848,0.1,10404,300,,CT,ESSEX,ESSEX COURT COND PROP REGIME,681140000
8011    CHICAGO ST,R2326840000,2326840000,10/27/2017,235000,Improved,Office Building,1953,1372,0.15,8011,,,ST,CHICAGO,TOWER PLAZA,681140000
8021 CHICAGO ST,R2326830000,2326830000,9/17/2014,232500,Improved,Office Building,1953,1372,0.16,8021,,,ST,CHICAGO,TOWER PLAZA,681140000
9802 NICHOLAS ST 115,R0643912032,643912032,11/6/2015,218460,Improved,Office Building,1985,1655,0.2639,9802,115,,ST,NICHOLAS,BLOOMFIELD HILLS PROF PRK CONDO*,681140000
7449  FARNAM ST,R1643050110,1643050110,2/4/2020,185000,Vacant,,,,0.35,7449,,,ST,FARNAM,LOWES OF OMAHA,681140000
808 S 75 ST,R2522100537,2522100537,10/31/2011,180000,Improved,Veterinary Office,1959,3465,0.45,808,,S,ST,75,WEST PACIFIC COMMERCIAL,681140000
9802 NICHOLAS ST 210,R0643912036,643912036,5/22/2012,178000,Improved,Office Building,1985,1501,0.2394,9802,210,,ST,NICHOLAS,BLOOMFIELD HILLS PROF PRK CONDO*,681140000
,R1643050110,1643050110,11/25/2015,150000,Vacant,,,,0.35,,,,,,LOWES OF OMAHA,681140000
8325 CASS ST,R2326580000,2326580000,8/16/2010,130000,Vacant,,,,0.2,8325,,,ST,CASS,TOWER PLAZA,681140000
1011 S 78 ST,R2202440262,2202440262,9/2/2014,115000,Improved,Office Building,1985,1596,0.11,1011,,S,ST,78,78 PACIFIC PLACE CONDOMINIUMS,681140000
1907 N 85 ST,R1140460050,1140460050,2/15/2019,96100,Vacant,,,,0.36,1907,,N,ST,85,GASOLINE ALLEY*,681140000
14651 SPRAGUE ST,R1315970030,1315970030,1/29/2014,15251327,Improved,Health Club,2009,48580,4.43,14651,,,ST,SPRAGUE,HILLSBOROUGH PLAZA REPLAT 1,681160000
14651 SPRAGUE ST,R1315970030,1315970030,11/30/2012,11687500,Improved,Health Club,2009,48580,4.43,14651,,,ST,SPRAGUE,HILLSBOROUGH PLAZA REPLAT 1,681160000
17021 EVANS PA,R2532200282,2532200282,8/31/2010,10150000,Improved,Discount Store,2008,69543,6.085,17021,,,PLAZA,EVANS,WHISPERING RIDGE REP 7*,681160000
17021 EVANS PA,R2532200282,2532200282,8/31/2010,10150000,Improved,Discount Store,2008,69543,6.085,17021,,,PLAZA,EVANS,WHISPERING RIDGE REP 7*,681160000
17021 EVANS PA,R2532200282,2532200282,8/31/2010,10150000,Improved,Discount Store,2008,69543,6.085,17021,,,PLAZA,EVANS,WHISPERING RIDGE REP 7*,681160000
17021 EVANS PA,R2532200282,2532200282,8/31/2010,10150000,Improved,Discount Store,2008,69543,6.085,17021,,,PLAZA,EVANS,WHISPERING RIDGE REP 7*,681160000
17021 EVANS PA,R2532200282,2532200282,8/31/2010,10150000,Improved,Discount Store,2008,69543,6.085,17021,,,PLAZA,EVANS,WHISPERING RIDGE REP 7*,681160000
15525 SPAULDING PA,R2523880295,2523880295,11/12/2014,5600000,Improved,Drug Store,2003,14924,2.29,15525,,,PLAZA,SPAULDING,WEST POINT REP 1,681160000
3506 N 147 ST 103,R2507754530,2507754530,5/8/2014,4240000,Improved,Neighborhood Shopping Center,2010,31694,2.368,3506,103,N,ST,147,WEST GRAYHAWK REP 2,681160000
3506 N 147 ST 103,R2507754530,2507754530,5/8/2014,4240000,Improved,Neighborhood Shopping Center,2010,31694,2.368,3506,103,N,ST,147,WEST GRAYHAWK REP 2,681160000
3506 N 147 ST 103,R2507754530,2507754530,5/8/2014,4240000,Improved,Neighborhood Shopping Center,2010,31694,2.368,3506,103,N,ST,147,WEST GRAYHAWK REP 2,681160000
3506 N 147 ST 103,R2507754530,2507754530,5/8/2014,4240000,Improved,Neighborhood Shopping Center,2010,31694,2.368,3506,103,N,ST,147,WEST GRAYHAWK REP 2,681160000
3506 N 147 ST 103,R2507754530,2507754530,5/8/2014,4240000,Improved,Neighborhood Shopping Center,2010,31694,2.368,3506,103,N,ST,147,WEST GRAYHAWK REP 2,681160000
3506 N 147 ST 103,R2507754530,2507754530,5/8/2014,4240000,Improved,Neighborhood Shopping Center,2010,31694,2.368,3506,103,N,ST,147,WEST GRAYHAWK REP 2,681160000
3506 N 147 ST 103,R2507754530,2507754530,5/8/2014,4240000,Improved,Neighborhood Shopping Center,2010,31694,2.368,3506,103,N,ST,147,WEST GRAYHAWK REP 2,681160000
3506 N 147 ST 103,R2507754530,2507754530,5/8/2014,4240000,Improved,Neighborhood Shopping Center,2010,31694,2.368,3506,103,N,ST,147,WEST GRAYHAWK REP 2,681160000
3506 N 147 ST 103,R2507754530,2507754530,5/8/2014,4240000,Improved,Neighborhood Shopping Center,2010,31694,2.368,3506,103,N,ST,147,WEST GRAYHAWK REP 2,681160000
3506 N 147 ST 103,R2507754530,2507754530,5/8/2014,4240000,Improved,Neighborhood Shopping Center,2010,31694,2.368,3506,103,N,ST,147,WEST GRAYHAWK REP 2,681160000
3506 N 147 ST 103,R2507754530,2507754530,5/8/2014,4240000,Improved,Neighborhood Shopping Center,2010,31694,2.368,3506,103,N,ST,147,WEST GRAYHAWK REP 2,681160000
3506 N 147 ST 103,R2507754530,2507754530,5/8/2014,4240000,Improved,Neighborhood Shopping Center,2010,31694,2.368,3506,103,N,ST,147,WEST GRAYHAWK REP 2,681160000
3506 N 147 ST 103,R2507754530,2507754530,5/8/2014,4240000,Improved,Neighborhood Shopping Center,2010,31694,2.368,3506,103,N,ST,147,WEST GRAYHAWK REP 2,681160000
15650  WEST MAPLE RD,R2409546002,2409546002,3/9/2018,3888206,Improved,Neighborhood Shopping Center,1998,24066,2.41,15650,,,RD,WEST MAPLE,WALNUT RIDGE HILLTOP REP 10*,681160000
15650  WEST MAPLE RD,R2409546002,2409546002,3/9/2018,3888206,Improved,Neighborhood Shopping Center,1998,24066,2.41,15650,,,RD,WEST MAPLE,WALNUT RIDGE HILLTOP REP 10*,681160000
15650  WEST MAPLE RD,R2409546002,2409546002,3/9/2018,3888206,Improved,Neighborhood Shopping Center,1998,24066,2.41,15650,,,RD,WEST MAPLE,WALNUT RIDGE HILLTOP REP 10*,681160000
15650  WEST MAPLE RD,R2409546002,2409546002,3/9/2018,3888206,Improved,Neighborhood Shopping Center,1998,24066,2.41,15650,,,RD,WEST MAPLE,WALNUT RIDGE HILLTOP REP 10*,681160000
15650  WEST MAPLE RD,R2409546002,2409546002,3/9/2018,3888206,Improved,Neighborhood Shopping Center,1998,24066,2.41,15650,,,RD,WEST MAPLE,WALNUT RIDGE HILLTOP REP 10*,681160000
15650  WEST MAPLE RD,R2409546002,2409546002,3/9/2018,3888206,Improved,Neighborhood Shopping Center,1998,24066,2.41,15650,,,RD,WEST MAPLE,WALNUT RIDGE HILLTOP REP 10*,681160000
15650  WEST MAPLE RD,R2409546002,2409546002,3/9/2018,3888206,Improved,Neighborhood Shopping Center,1998,24066,2.41,15650,,,RD,WEST MAPLE,WALNUT RIDGE HILLTOP REP 10*,681160000
